"unidade";"equipe";"cd_grupo_cid";"nm_grupo_cid";"consultas"
"CS ITACORUBI";"191";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"114"
"CS ITACORUBI";"191";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"99"
"CS ITACORUBI";"191";"E10-E14";"DIABETES MELLITUS";"90"
"CS ITACORUBI";"191";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"84"
"CS ITACORUBI";"191";"M60-M63";"TRANSTORNOS MUSCULARES";"75"
"CS ITACORUBI";"191";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"70"
"CS ITACORUBI";"192";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"804"
"CS ITACORUBI";"192";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"802"
"CS ITACORUBI";"192";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"414"
"CS ITACORUBI";"192";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"361"
"CS ITACORUBI";"192";"I10-I15";"DOENÇAS HIPERTENSIVAS";"269"
"CS ITACORUBI";"192";"R50-R69";"SINTOMAS E SINAIS GERAIS";"245"
"CS ITACORUBI";"192";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"229"
"CS ITACORUBI";"192";"M50-M54";"OUTRAS DORSOPATIAS";"219"
"CS ITACORUBI";"192";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"203"
"CS ITACORUBI";"192";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"195"
"CS ITACORUBI";"193";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"623"
"CS ITACORUBI";"193";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"436"
"CS ITACORUBI";"193";"I10-I15";"DOENÇAS HIPERTENSIVAS";"272"
"CS ITACORUBI";"193";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"164"
"CS ITACORUBI";"193";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"160"
"CS ITACORUBI";"193";"E10-E14";"DIABETES MELLITUS";"123"
"CS ITACORUBI";"193";"R50-R69";"SINTOMAS E SINAIS GERAIS";"90"
"CS ITACORUBI";"193";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"88"
"CS ITACORUBI";"193";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"86"
"CS ITACORUBI";"193";"M50-M54";"OUTRAS DORSOPATIAS";"59"
"CS ITACORUBI";"194";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"773"
"CS ITACORUBI";"194";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"530"
"CS ITACORUBI";"194";"I10-I15";"DOENÇAS HIPERTENSIVAS";"343"
"CS ITACORUBI";"194";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"162"
"CS ITACORUBI";"194";"E10-E14";"DIABETES MELLITUS";"102"
"CS ITACORUBI";"194";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"69"
"CS ITACORUBI";"194";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"68"
"CS ITACORUBI";"194";"M50-M54";"OUTRAS DORSOPATIAS";"67"
"CS ITACORUBI";"194";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"63"
"CS ITACORUBI";"194";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"63"
"CS JARDIM ATLANTICO";"10";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"825"
"CS JARDIM ATLANTICO";"10";"E10-E14";"DIABETES MELLITUS";"385"
"CS JARDIM ATLANTICO";"10";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"357"
"CS JARDIM ATLANTICO";"10";"I10-I15";"DOENÇAS HIPERTENSIVAS";"286"
"CS JARDIM ATLANTICO";"10";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"205"
"CS JARDIM ATLANTICO";"10";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"172"
"CS JARDIM ATLANTICO";"10";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"161"
"CS JARDIM ATLANTICO";"10";"R50-R69";"SINTOMAS E SINAIS GERAIS";"128"
"CS JARDIM ATLANTICO";"10";"M65-M68";"TRANSTORNOS DAS SINÓVIAS E DOS TENDÕES";"104"
"CS JARDIM ATLANTICO";"10";"M50-M54";"OUTRAS DORSOPATIAS";"95"
"CS JARDIM ATLANTICO";"11";"I10-I15";"DOENÇAS HIPERTENSIVAS";"927"
"CS JARDIM ATLANTICO";"11";"R50-R69";"SINTOMAS E SINAIS GERAIS";"249"
"CS JARDIM ATLANTICO";"11";"E10-E14";"DIABETES MELLITUS";"236"
"CS JARDIM ATLANTICO";"11";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"228"
"CS JARDIM ATLANTICO";"11";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"146"
"CS JARDIM ATLANTICO";"11";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"102"
"CS JARDIM ATLANTICO";"11";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"100"
"CS JARDIM ATLANTICO";"11";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"96"
"CS JARDIM ATLANTICO";"11";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"81"
"CS JARDIM ATLANTICO";"11";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"73"
"CS JOAO PAULO";"320";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"3880"
"CS JOAO PAULO";"320";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1125"
"CS JOAO PAULO";"320";"I10-I15";"DOENÇAS HIPERTENSIVAS";"641"
"CS JOAO PAULO";"320";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"354"
"CS JOAO PAULO";"320";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"179"
"CS JOAO PAULO";"320";"E10-E14";"DIABETES MELLITUS";"168"
"CS JOAO PAULO";"320";"M50-M54";"OUTRAS DORSOPATIAS";"123"
"CS JOAO PAULO";"320";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"117"
"CS JOAO PAULO";"320";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"105"
"CS JOAO PAULO";"320";"R50-R69";"SINTOMAS E SINAIS GERAIS";"91"
"CS JOAO PAULO";"321";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"912"
"CS JOAO PAULO";"321";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"557"
"CS JOAO PAULO";"321";"I10-I15";"DOENÇAS HIPERTENSIVAS";"316"
"CS JOAO PAULO";"321";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"217"
"CS JOAO PAULO";"321";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"207"
"CS JOAO PAULO";"321";"R50-R69";"SINTOMAS E SINAIS GERAIS";"143"
"CS JOAO PAULO";"321";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"123"
"CS JOAO PAULO";"321";"E10-E14";"DIABETES MELLITUS";"108"
"CS JOAO PAULO";"321";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"104"
"CS JOAO PAULO";"321";"M50-M54";"OUTRAS DORSOPATIAS";"99"
"CS JURERE";"390";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"438"
"CS JURERE";"390";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"253"
"CS JURERE";"390";"I10-I15";"DOENÇAS HIPERTENSIVAS";"226"
"CS JURERE";"390";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"113"
"CS JURERE";"390";"E10-E14";"DIABETES MELLITUS";"96"
"CS JURERE";"390";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"56"
"CS JURERE";"390";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"56"
"CS JURERE";"390";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"55"
"CS JURERE";"390";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"45"
"CS JURERE";"390";"M50-M54";"OUTRAS DORSOPATIAS";"41"
"CS JURERE";"391";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"705"
"CS JURERE";"391";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"173"
"CS JURERE";"391";"I10-I15";"DOENÇAS HIPERTENSIVAS";"120"
"CS JURERE";"391";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"86"
"CS JURERE";"391";"M50-M54";"OUTRAS DORSOPATIAS";"64"
"CS JURERE";"391";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"59"
"CS JURERE";"391";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"54"
"CS JURERE";"391";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"53"
"CS JURERE";"391";"E10-E14";"DIABETES MELLITUS";"44"
"CS JURERE";"391";"R50-R69";"SINTOMAS E SINAIS GERAIS";"41"
"CS LAGOA DA CONCEICAO";"470";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1323"
"CS LAGOA DA CONCEICAO";"470";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"757"
"CS LAGOA DA CONCEICAO";"470";"I10-I15";"DOENÇAS HIPERTENSIVAS";"275"
"CS LAGOA DA CONCEICAO";"470";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"198"
"CS LAGOA DA CONCEICAO";"470";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"120"
"CS LAGOA DA CONCEICAO";"470";"R50-R69";"SINTOMAS E SINAIS GERAIS";"113"
"CS LAGOA DA CONCEICAO";"470";"E10-E14";"DIABETES MELLITUS";"104"
"CS LAGOA DA CONCEICAO";"470";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"80"
"CS LAGOA DA CONCEICAO";"470";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"78"
"CS LAGOA DA CONCEICAO";"470";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"72"
"CS LAGOA DA CONCEICAO";"471";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"904"
"CS LAGOA DA CONCEICAO";"471";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"662"
"CS LAGOA DA CONCEICAO";"471";"I10-I15";"DOENÇAS HIPERTENSIVAS";"275"
"CS LAGOA DA CONCEICAO";"471";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"113"
"CS LAGOA DA CONCEICAO";"471";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"93"
"CS LAGOA DA CONCEICAO";"471";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"92"
"CS LAGOA DA CONCEICAO";"471";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"89"
"CS LAGOA DA CONCEICAO";"471";"E10-E14";"DIABETES MELLITUS";"87"
"CS LAGOA DA CONCEICAO";"471";"R50-R69";"SINTOMAS E SINAIS GERAIS";"66"
"CS LAGOA DA CONCEICAO";"471";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"61"
"CS LAGOA DA CONCEICAO";"472";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"811"
"CS LAGOA DA CONCEICAO";"472";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"420"
"CS LAGOA DA CONCEICAO";"472";"I10-I15";"DOENÇAS HIPERTENSIVAS";"218"
"CS LAGOA DA CONCEICAO";"472";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"81"
"CS LAGOA DA CONCEICAO";"472";"E10-E14";"DIABETES MELLITUS";"65"
"CS LAGOA DA CONCEICAO";"472";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"60"
"CS LAGOA DA CONCEICAO";"472";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"59"
"CS LAGOA DA CONCEICAO";"472";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"55"
"CS LAGOA DA CONCEICAO";"472";"R50-R69";"SINTOMAS E SINAIS GERAIS";"54"
"CS LAGOA DA CONCEICAO";"472";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"52"
"CS LAGOA DA CONCEICAO";"473";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"301"
"CS LAGOA DA CONCEICAO";"473";"I10-I15";"DOENÇAS HIPERTENSIVAS";"205"
"CS LAGOA DA CONCEICAO";"473";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"196"
"CS LAGOA DA CONCEICAO";"473";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"110"
"CS LAGOA DA CONCEICAO";"473";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"87"
"CS LAGOA DA CONCEICAO";"473";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"75"
"CS LAGOA DA CONCEICAO";"473";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"71"
"CS LAGOA DA CONCEICAO";"473";"E10-E14";"DIABETES MELLITUS";"62"
"CS LAGOA DA CONCEICAO";"473";"R50-R69";"SINTOMAS E SINAIS GERAIS";"59"
"CS LAGOA DA CONCEICAO";"473";"M50-M54";"OUTRAS DORSOPATIAS";"58"
"CS MONTE CRISTO";"40";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1933"
"CS MONTE CRISTO";"40";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"851"
"CS MONTE CRISTO";"40";"I10-I15";"DOENÇAS HIPERTENSIVAS";"662"
"CS MONTE CRISTO";"40";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"384"
"CS MONTE CRISTO";"40";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"376"
"CS MONTE CRISTO";"40";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"366"
"CS MONTE CRISTO";"40";"R50-R69";"SINTOMAS E SINAIS GERAIS";"260"
"CS MONTE CRISTO";"40";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"249"
"CS MONTE CRISTO";"40";"E10-E14";"DIABETES MELLITUS";"248"
"CS MONTE CRISTO";"40";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"235"
"CS MONTE CRISTO";"41";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"3284"
"CS MONTE CRISTO";"41";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"396"
"CS MONTE CRISTO";"41";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"225"
"CS MONTE CRISTO";"41";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"186"
"CS MONTE CRISTO";"41";"I10-I15";"DOENÇAS HIPERTENSIVAS";"184"
"CS MONTE CRISTO";"41";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"127"
"CS MONTE CRISTO";"41";"M50-M54";"OUTRAS DORSOPATIAS";"100"
"CS MONTE CRISTO";"41";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"79"
"CS MONTE CRISTO";"41";"E10-E14";"DIABETES MELLITUS";"78"
"CS MONTE CRISTO";"41";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"78"
"CS MONTE CRISTO";"42";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1009"
"CS MONTE CRISTO";"42";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"579"
"CS MONTE CRISTO";"42";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"391"
"CS MONTE CRISTO";"42";"I10-I15";"DOENÇAS HIPERTENSIVAS";"306"
"CS MONTE CRISTO";"42";"R50-R69";"SINTOMAS E SINAIS GERAIS";"271"
"CS MONTE CRISTO";"42";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"245"
"CS MONTE CRISTO";"42";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"183"
"CS MONTE CRISTO";"42";"E10-E14";"DIABETES MELLITUS";"161"
"CS MONTE CRISTO";"42";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"133"
"CS MONTE CRISTO";"42";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"101"
"CS MONTE CRISTO";"43";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1185"
"CS MONTE CRISTO";"43";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"769"
"CS MONTE CRISTO";"43";"I10-I15";"DOENÇAS HIPERTENSIVAS";"523"
"CS MONTE CRISTO";"43";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"374"
"CS MONTE CRISTO";"43";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"334"
"CS MONTE CRISTO";"43";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"276"
"CS MONTE CRISTO";"43";"R50-R69";"SINTOMAS E SINAIS GERAIS";"216"
"CS MONTE CRISTO";"43";"E10-E14";"DIABETES MELLITUS";"209"
"CS MONTE CRISTO";"43";"M50-M54";"OUTRAS DORSOPATIAS";"193"
"CS MONTE CRISTO";"43";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"174"
"CS MONTE CRISTO";"44";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"844"
"CS MONTE CRISTO";"44";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"510"
"CS MONTE CRISTO";"44";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"221"
"CS MONTE CRISTO";"44";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"189"
"CS MONTE CRISTO";"44";"I10-I15";"DOENÇAS HIPERTENSIVAS";"152"
"CS MONTE CRISTO";"44";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"141"
"CS MONTE CRISTO";"44";"E10-E14";"DIABETES MELLITUS";"121"
"CS MONTE CRISTO";"44";"R50-R69";"SINTOMAS E SINAIS GERAIS";"118"
"CS MONTE CRISTO";"44";"M50-M54";"OUTRAS DORSOPATIAS";"101"
"CS MONTE CRISTO";"44";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"83"
"CS MONTE CRISTO";"45";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"781"
"CS MONTE CRISTO";"45";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"440"
"CS MONTE CRISTO";"45";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"203"
"CS MONTE CRISTO";"45";"I10-I15";"DOENÇAS HIPERTENSIVAS";"166"
"CS MONTE CRISTO";"45";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"157"
"CS MONTE CRISTO";"45";"R50-R69";"SINTOMAS E SINAIS GERAIS";"151"
"CS MONTE CRISTO";"45";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"144"
"CS MONTE CRISTO";"45";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"144"
"CS MONTE CRISTO";"45";"M50-M54";"OUTRAS DORSOPATIAS";"78"
"CS MONTE CRISTO";"45";"E10-E14";"DIABETES MELLITUS";"75"
"CS MONTE CRISTO";"46";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"2"
"CS MONTE CRISTO";"46";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"1"
"CS MONTE CRISTO";"46";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"1"
"CS MONTE SERRAT";"120";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"628"
"CS MONTE SERRAT";"120";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"412"
"CS MONTE SERRAT";"120";"I10-I15";"DOENÇAS HIPERTENSIVAS";"184"
"CS MONTE SERRAT";"120";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"131"
"CS MONTE SERRAT";"120";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"100"
"CS MONTE SERRAT";"120";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"71"
"CS MONTE SERRAT";"120";"R50-R69";"SINTOMAS E SINAIS GERAIS";"62"
"CS MONTE SERRAT";"120";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"61"
